asset_id,platform_type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],vibration_g_rms,kurtosis,hydraulic_pressure_psi
DEF-01804,K9 Vajra Howitzer,305.7,314.5,2062,28.5,212,0.391,4.05,207
DEF-01805,T-90 Bhishma MBT,299.8,313.2,2830,74.7,175,0.0329,3.05,183
DEF-01806,T-90 Bhishma MBT,297.3,306.9,2064,23.8,180,0.9913,6.18,195
DEF-01807,BMP-2 Sarath ICV,297.7,307.5,2171,30.1,66,1.0786,6.42,173
DEF-01808,Su-30MKI Fighter,310.9,321.9,2558,58.8,15,0.0303,3.16,191
DEF-01809,Su-30MKI Fighter,303.4,314.3,2029,21.9,190,0.0494,2.84,147
DEF-01810,Arjun Mk-II MBT,295.0,306.5,2216,70.0,217,0.0672,3.15,168
DEF-01811,Arjun Mk-II MBT,305.7,317.7,2611,51.3,197,0.0308,3.07,197
DEF-01812,BMP-2 Sarath ICV,305.5,314.4,2655,35.1,76,0.6628,4.84,174
DEF-01813,K9 Vajra Howitzer,294.6,302.6,2426,72.5,150,0.2282,3.47,192
DEF-01814,Arjun Mk-II MBT,311.8,323.1,2097,47.5,210,0.1597,3.13,193
DEF-01815,T-90 Bhishma MBT,300.7,312.8,1259,84.6,132,1.0904,6.31,140
DEF-01816,T-90 Bhishma MBT,300.7,313.7,2135,19.1,18,0.0552,3.1,196
DEF-01817,K9 Vajra Howitzer,311.6,319.8,2062,83.2,223,0.0663,3.25,175
DEF-01818,BMP-2 Sarath ICV,297.4,309.9,1399,27.8,162,0.0513,2.92,166
DEF-01819,Su-30MKI Fighter,297.3,308.8,1985,55.4,42,0.1053,3.09,211
DEF-01820,Arjun Mk-II MBT,306.4,320.6,2358,28.9,72,0.0711,3.18,159
DEF-01821,Arjun Mk-II MBT,299.2,311.3,2580,38.7,203,0.568,4.62,159
DEF-01822,Su-30MKI Fighter,297.6,310.5,1945,22.2,94,0.2168,3.48,165
DEF-01823,K9 Vajra Howitzer,293.6,304.3,1128,81.7,66,0.039,3.24,159
DEF-01824,T-90 Bhishma MBT,305.3,320.0,1934,60.6,34,0.0442,2.79,161
DEF-01825,Arjun Mk-II MBT,296.9,305.6,1741,63.1,224,0.0538,3.1,141
DEF-01826,BMP-2 Sarath ICV,298.0,312.2,1160,63.4,104,0.1638,3.51,152
DEF-01827,Arjun Mk-II MBT,301.5,311.1,2875,59.9,0,0.0392,3.26,157
DEF-01828,Su-30MKI Fighter,310.1,318.6,1420,19.8,131,0.557,4.86,198
DEF-01829,Arjun Mk-II MBT,294.0,305.8,2013,28.8,112,0.0315,2.81,173
DEF-01830,Arjun Mk-II MBT,298.9,312.0,2429,85.4,186,0.03,3.13,182
DEF-01831,BMP-2 Sarath ICV,307.0,319.1,1433,56.3,218,0.0507,2.79,217
DEF-01832,Su-30MKI Fighter,293.0,301.4,2213,40.1,146,0.0364,2.96,199
DEF-01833,T-90 Bhishma MBT,309.5,321.1,1178,33.0,126,0.0366,3.24,204
DEF-01834,K9 Vajra Howitzer,299.0,311.7,1545,20.7,18,0.0727,3.03,207
DEF-01835,K9 Vajra Howitzer,310.7,321.4,1486,68.8,51,0.1899,3.39,216
DEF-01836,K9 Vajra Howitzer,296.9,308.6,1459,21.1,54,0.0627,2.92,219
DEF-01837,Su-30MKI Fighter,306.3,319.3,1211,58.8,206,0.1713,3.34,208
DEF-01838,Arjun Mk-II MBT,307.9,320.1,2336,27.9,211,0.2221,3.43,204
DEF-01839,Arjun Mk-II MBT,303.6,312.3,2423,32.1,188,0.0695,3.08,196
DEF-01840,BMP-2 Sarath ICV,305.5,317.4,2763,28.1,233,0.0494,3.21,145
DEF-01841,Arjun Mk-II MBT,301.6,312.2,1538,61.4,159,0.1141,3.41,153
DEF-01842,K9 Vajra Howitzer,300.7,311.2,2372,14.1,200,0.0604,3.12,155
DEF-01843,BMP-2 Sarath ICV,302.9,315.1,1798,30.9,89,0.0699,3.04,198
DEF-01844,T-90 Bhishma MBT,306.1,316.4,2518,32.2,136,0.0617,3.07,219
DEF-01845,Su-30MKI Fighter,293.3,302.5,2069,72.0,198,0.0464,3.21,148
DEF-01846,K9 Vajra Howitzer,297.0,305.3,1943,36.3,31,0.1942,3.75,216
DEF-01847,T-90 Bhishma MBT,308.7,320.9,1564,52.9,155,0.0567,2.99,197
DEF-01848,Arjun Mk-II MBT,294.5,309.3,1507,18.6,205,0.0332,3.07,194
DEF-01849,BMP-2 Sarath ICV,293.9,308.2,1308,38.9,109,0.0435,3.2,175
DEF-01850,Su-30MKI Fighter,306.9,316.5,1292,74.5,11,0.0636,3.21,217
DEF-01851,BMP-2 Sarath ICV,305.5,318.0,1509,77.1,174,0.7223,5.34,140
DEF-01852,BMP-2 Sarath ICV,296.5,306.1,2175,27.3,59,0.2359,3.58,154
DEF-01853,T-90 Bhishma MBT,304.8,318.1,1915,41.7,27,0.0547,3.22,204
DEF-01854,Arjun Mk-II MBT,307.6,318.2,2712,21.6,29,0.6704,4.88,207
DEF-01855,Arjun Mk-II MBT,300.4,310.2,2155,41.2,47,0.5646,4.64,186
DEF-01856,Su-30MKI Fighter,306.0,314.5,1895,68.5,104,0.1828,3.24,204
DEF-01857,K9 Vajra Howitzer,294.6,308.6,2235,17.2,53,0.0419,3.03,178
DEF-01858,BMP-2 Sarath ICV,300.1,309.4,2405,42.5,101,0.9342,6.01,165
DEF-01859,K9 Vajra Howitzer,302.3,315.2,2580,24.5,59,0.055,3.0,201
DEF-01860,BMP-2 Sarath ICV,305.8,315.1,1333,46.4,2,0.1517,3.44,179
DEF-01861,Arjun Mk-II MBT,298.0,306.4,1219,61.0,230,0.0311,3.12,190
DEF-01862,Su-30MKI Fighter,309.4,320.7,2613,65.6,83,0.0589,3.09,161
DEF-01863,K9 Vajra Howitzer,301.6,314.4,2818,20.0,136,0.1712,3.65,147
DEF-01864,Su-30MKI Fighter,302.1,314.0,1365,40.1,25,0.191,3.71,157
DEF-01865,Arjun Mk-II MBT,298.7,307.0,2703,33.7,40,0.5805,5.03,195
DEF-01866,BMP-2 Sarath ICV,304.6,317.7,2167,61.6,20,0.0703,3.15,169
DEF-01867,K9 Vajra Howitzer,305.1,314.3,1699,68.6,66,0.048,3.02,206
DEF-01868,T-90 Bhishma MBT,309.4,324.1,2088,30.3,166,0.8939,5.62,178
DEF-01869,Arjun Mk-II MBT,305.4,315.0,1205,64.6,18,0.5273,4.86,149
DEF-01870,K9 Vajra Howitzer,302.3,314.6,1708,39.7,6,0.0792,2.97,193
DEF-01871,T-90 Bhishma MBT,305.5,320.0,2444,35.8,140,0.4077,4.01,187
DEF-01872,T-90 Bhishma MBT,296.8,306.6,2089,30.9,77,0.0747,2.86,180
DEF-01873,Arjun Mk-II MBT,306.1,316.2,1249,42.8,207,0.1201,3.46,171
DEF-01874,BMP-2 Sarath ICV,294.9,305.7,1867,38.9,144,0.0525,3.17,206
DEF-01875,BMP-2 Sarath ICV,304.0,314.6,1703,65.4,170,0.0536,2.82,202
DEF-01876,K9 Vajra Howitzer,297.9,312.3,2565,25.9,187,0.0317,2.88,211
DEF-01877,Arjun Mk-II MBT,310.2,323.7,1360,25.7,30,0.0625,3.27,191
DEF-01878,T-90 Bhishma MBT,301.3,312.6,1976,12.3,14,0.1303,3.35,202
DEF-01879,Su-30MKI Fighter,305.1,319.7,1629,87.6,149,0.031,2.98,176
DEF-01880,K9 Vajra Howitzer,301.2,313.4,2391,88.0,98,0.0561,2.85,164
DEF-01881,T-90 Bhishma MBT,306.5,315.4,2262,16.3,95,0.0563,3.29,158
DEF-01882,Su-30MKI Fighter,310.4,322.2,2411,16.6,146,0.0486,3.13,183
DEF-01883,BMP-2 Sarath ICV,301.3,313.6,1889,20.0,59,0.1161,3.25,158
DEF-01884,BMP-2 Sarath ICV,303.5,312.6,1460,51.7,118,0.1562,3.65,187
DEF-01885,T-90 Bhishma MBT,301.3,312.9,2420,32.3,73,1.1783,6.41,216
DEF-01886,K9 Vajra Howitzer,303.4,312.5,2770,15.4,125,0.1304,3.36,150
DEF-01887,Su-30MKI Fighter,300.1,314.9,2624,56.0,159,0.0485,2.88,193
DEF-01888,Arjun Mk-II MBT,311.2,324.5,2806,21.5,98,0.0695,3.16,217
DEF-01889,Arjun Mk-II MBT,305.4,320.1,2404,26.8,204,0.0406,3.21,179
DEF-01890,BMP-2 Sarath ICV,303.9,316.1,1747,41.2,165,0.1341,3.35,196
DEF-01891,Su-30MKI Fighter,310.4,321.9,1562,69.2,185,0.0359,2.83,187
DEF-01892,Arjun Mk-II MBT,307.5,319.4,1323,15.7,13,0.1419,3.62,156
DEF-01893,Arjun Mk-II MBT,307.5,319.6,1969,20.1,228,0.0673,3.24,219
DEF-01894,Su-30MKI Fighter,305.3,314.3,1310,55.8,72,0.7257,5.24,198
DEF-01895,Su-30MKI Fighter,307.6,321.2,1121,68.9,7,0.0516,3.36,161
DEF-01896,Arjun Mk-II MBT,300.0,309.3,2234,67.0,166,0.0769,3.01,144
DEF-01897,BMP-2 Sarath ICV,307.8,320.2,1251,77.6,43,0.0448,2.97,145
DEF-01898,K9 Vajra Howitzer,297.2,307.1,2040,33.3,83,0.1291,3.6,155
DEF-01899,K9 Vajra Howitzer,298.5,312.0,2032,12.1,48,0.0733,3.0,189
DEF-01900,Arjun Mk-II MBT,298.1,307.9,2243,36.8,239,0.8818,5.98,179
DEF-01901,T-90 Bhishma MBT,297.8,310.5,2431,29.4,0,1.0155,6.1,167
DEF-01902,BMP-2 Sarath ICV,300.4,312.0,2779,47.9,181,0.0554,3.15,170
DEF-01903,Arjun Mk-II MBT,302.3,310.9,1322,56.7,123,0.1818,3.66,201
DEF-01904,Arjun Mk-II MBT,308.3,317.2,1786,38.3,41,0.1236,3.22,216
DEF-01905,Su-30MKI Fighter,310.5,324.8,2764,86.3,44,0.604,4.58,219
DEF-01906,T-90 Bhishma MBT,302.7,313.1,2102,62.2,157,0.0379,3.01,156
DEF-01907,Su-30MKI Fighter,296.3,310.5,2808,55.6,144,0.0616,3.22,193
DEF-01908,K9 Vajra Howitzer,297.1,308.4,1608,86.3,154,0.0384,2.79,208
DEF-01909,K9 Vajra Howitzer,306.8,318.1,1877,29.8,206,0.1634,3.71,154
DEF-01910,Su-30MKI Fighter,300.0,311.5,1440,21.6,126,0.0539,3.07,185
DEF-01911,Arjun Mk-II MBT,294.6,305.9,1957,44.5,160,0.0431,2.93,217
DEF-01912,K9 Vajra Howitzer,310.5,322.6,2675,38.0,38,0.1278,3.17,211
DEF-01913,Su-30MKI Fighter,307.4,319.9,1585,85.3,60,0.0562,3.15,184
DEF-01914,BMP-2 Sarath ICV,309.9,323.1,2109,57.0,185,0.5991,4.92,208
DEF-01915,K9 Vajra Howitzer,302.0,314.4,2549,13.4,185,0.0743,3.38,191
DEF-01916,Arjun Mk-II MBT,294.8,306.9,2677,14.9,164,0.1496,3.2,194
DEF-01917,BMP-2 Sarath ICV,309.5,323.0,1434,13.4,82,0.0746,3.39,146
DEF-01918,T-90 Bhishma MBT,304.6,317.2,2189,35.1,142,0.1973,3.62,218
DEF-01919,BMP-2 Sarath ICV,294.5,307.9,2543,30.2,243,0.1408,3.28,142
DEF-01920,BMP-2 Sarath ICV,305.9,316.3,1705,68.2,69,0.0451,3.19,156
DEF-01921,Arjun Mk-II MBT,304.4,316.6,2203,80.0,3,1.4028,7.22,172
DEF-01922,T-90 Bhishma MBT,302.9,317.5,2149,58.7,27,0.0755,3.39,158
DEF-01923,BMP-2 Sarath ICV,305.6,317.7,2220,13.2,40,0.1564,3.41,180
DEF-01924,BMP-2 Sarath ICV,305.7,316.8,2281,80.7,196,0.1749,3.32,154
DEF-01925,T-90 Bhishma MBT,293.2,304.1,1393,58.8,87,1.4357,7.44,187
DEF-01926,Arjun Mk-II MBT,297.3,307.6,2873,57.9,228,0.1213,3.36,194
DEF-01927,Arjun Mk-II MBT,310.7,318.9,1778,32.2,198,0.0491,2.94,162
DEF-01928,Arjun Mk-II MBT,296.2,306.8,1217,54.5,164,0.0722,3.25,169
DEF-01929,K9 Vajra Howitzer,294.4,303.7,1238,86.9,151,0.0392,3.02,199
DEF-01930,Arjun Mk-II MBT,303.2,317.6,1368,23.3,115,0.1836,3.29,165
DEF-01931,Arjun Mk-II MBT,302.2,315.2,2053,30.9,86,0.0796,3.42,151
DEF-01932,K9 Vajra Howitzer,302.7,317.3,1784,30.2,56,1.0878,6.22,159
DEF-01933,Arjun Mk-II MBT,301.7,309.9,2709,50.1,218,0.0733,3.12,151
DEF-01934,Arjun Mk-II MBT,308.7,319.2,1212,50.4,32,0.0392,2.99,196
DEF-01935,T-90 Bhishma MBT,305.2,317.6,1170,26.0,177,0.0646,3.08,206
DEF-01936,Su-30MKI Fighter,311.2,321.8,1921,68.4,80,0.0415,2.89,172
DEF-01937,Su-30MKI Fighter,304.1,317.6,2459,18.0,68,0.0699,3.27,176
DEF-01938,Su-30MKI Fighter,305.0,316.8,1371,81.4,21,0.0583,2.89,173
DEF-01939,T-90 Bhishma MBT,310.1,320.7,2635,60.3,132,0.0638,3.12,184
DEF-01940,K9 Vajra Howitzer,299.2,313.6,2745,52.6,181,0.0782,3.21,177
DEF-01941,Arjun Mk-II MBT,311.0,323.2,1679,43.3,119,0.1953,3.47,152
DEF-01942,Arjun Mk-II MBT,308.0,320.7,1704,55.4,3,0.066,3.41,208
DEF-01943,Arjun Mk-II MBT,306.7,314.8,1270,25.6,67,0.0702,3.32,159
DEF-01944,K9 Vajra Howitzer,297.8,312.6,1822,77.3,173,1.3385,7.3,148
DEF-01945,Arjun Mk-II MBT,303.4,317.9,1737,63.0,177,0.1806,3.52,141
DEF-01946,T-90 Bhishma MBT,293.9,304.3,1789,69.8,176,0.0669,3.04,185
DEF-01947,K9 Vajra Howitzer,311.2,321.0,2159,49.2,73,0.0391,3.3,203
DEF-01948,Arjun Mk-II MBT,305.1,319.0,2697,47.5,87,1.2759,7.02,200
DEF-01949,K9 Vajra Howitzer,295.2,305.2,2167,59.2,133,0.0495,2.92,166
DEF-01950,Arjun Mk-II MBT,311.4,326.1,2007,41.8,149,0.0695,3.33,147
DEF-01951,Su-30MKI Fighter,309.8,323.9,1464,29.8,171,0.7457,5.57,217
DEF-01952,BMP-2 Sarath ICV,304.2,318.8,2883,59.2,216,0.0513,3.21,190
DEF-01953,Arjun Mk-II MBT,301.9,315.7,1709,53.0,57,0.8587,5.43,141
DEF-01954,Arjun Mk-II MBT,309.1,318.1,2626,22.8,111,0.0376,3.31,206
DEF-01955,K9 Vajra Howitzer,303.5,312.2,1476,51.3,168,0.0554,3.1,209
DEF-01956,T-90 Bhishma MBT,305.5,317.6,2803,13.1,220,0.1907,3.46,206
DEF-01957,Su-30MKI Fighter,310.3,320.2,2296,83.4,51,0.0495,2.85,140
DEF-01958,Arjun Mk-II MBT,302.9,315.9,2522,70.8,137,0.0449,2.93,156
DEF-01959,Arjun Mk-II MBT,293.3,301.8,1153,81.6,40,0.0618,3.35,144
DEF-01960,T-90 Bhishma MBT,293.3,302.6,2529,30.0,127,0.0677,3.09,180
DEF-01961,T-90 Bhishma MBT,300.4,313.2,2522,33.4,209,0.0608,2.99,162
DEF-01962,BMP-2 Sarath ICV,301.2,314.3,2664,48.2,181,0.0784,3.01,209
DEF-01963,BMP-2 Sarath ICV,303.9,316.2,1621,25.5,107,0.0648,3.4,143
DEF-01964,K9 Vajra Howitzer,301.9,309.9,1907,36.9,36,0.0423,2.99,162
DEF-01965,T-90 Bhishma MBT,301.2,315.7,1641,12.7,90,1.1679,6.63,148
DEF-01966,BMP-2 Sarath ICV,293.7,303.6,2590,41.7,94,0.0671,3.34,160
DEF-01967,Arjun Mk-II MBT,298.2,306.3,1216,81.3,1,1.1612,6.8,156
DEF-01968,Arjun Mk-II MBT,310.0,324.1,2620,29.5,243,0.0755,3.43,210
DEF-01969,T-90 Bhishma MBT,295.3,307.8,2087,45.8,240,0.2047,3.74,191
DEF-01970,Su-30MKI Fighter,304.4,313.0,1370,42.9,200,0.1861,3.27,211
DEF-01971,Arjun Mk-II MBT,298.5,307.9,2737,57.4,121,0.0536,2.92,182
DEF-01972,T-90 Bhishma MBT,303.1,317.0,2365,12.6,139,0.1459,3.63,144
DEF-01973,Arjun Mk-II MBT,296.3,311.0,2408,21.0,22,0.0761,2.88,209
DEF-01974,K9 Vajra Howitzer,306.6,316.7,2090,85.9,66,0.0398,3.04,158
DEF-01975,Su-30MKI Fighter,293.7,304.8,2106,19.4,183,0.0437,3.27,151
DEF-01976,T-90 Bhishma MBT,307.3,317.1,2426,15.6,108,0.0791,3.41,207
DEF-01977,Arjun Mk-II MBT,308.2,321.2,1148,83.8,191,0.0722,3.36,182
DEF-01978,T-90 Bhishma MBT,307.2,321.7,1853,87.1,233,0.0348,2.81,217
DEF-01979,BMP-2 Sarath ICV,293.9,302.5,2551,14.0,127,0.0488,2.84,192
DEF-01980,T-90 Bhishma MBT,308.8,322.5,1900,20.5,82,0.0788,3.36,213
DEF-01981,K9 Vajra Howitzer,294.0,305.0,1753,65.4,109,0.0434,3.02,208
DEF-01982,Arjun Mk-II MBT,310.4,318.7,2252,24.4,60,0.0319,2.78,166
DEF-01983,K9 Vajra Howitzer,307.9,317.8,2877,14.0,22,1.1571,6.33,159
DEF-01984,K9 Vajra Howitzer,302.5,316.5,2738,70.5,29,1.274,7.01,218
DEF-01985,Su-30MKI Fighter,309.2,320.9,1976,20.4,214,0.0478,2.92,160
DEF-01986,BMP-2 Sarath ICV,310.1,318.4,1369,50.9,182,0.0799,3.34,215
DEF-01987,Su-30MKI Fighter,305.9,315.0,1835,47.2,128,0.0669,3.17,183
DEF-01988,BMP-2 Sarath ICV,299.7,311.7,1856,16.9,114,0.0353,2.82,167
DEF-01989,BMP-2 Sarath ICV,295.9,308.7,2111,13.7,14,0.1565,3.39,156
DEF-01990,T-90 Bhishma MBT,298.8,311.4,2104,46.8,122,0.3955,4.32,162
DEF-01991,BMP-2 Sarath ICV,298.5,310.1,1315,39.5,177,0.2158,3.86,218
DEF-01992,Arjun Mk-II MBT,308.0,321.5,2211,27.6,78,0.2367,3.75,152
DEF-01993,T-90 Bhishma MBT,302.7,317.4,2468,80.5,181,0.0607,2.85,164
DEF-01994,BMP-2 Sarath ICV,300.2,312.0,2559,20.2,46,0.0312,2.96,150
DEF-01995,T-90 Bhishma MBT,306.5,316.4,1207,19.8,162,0.0358,2.72,196
DEF-01996,Su-30MKI Fighter,300.7,313.7,1209,33.2,21,0.039,3.09,208
DEF-01997,Su-30MKI Fighter,303.7,314.8,2285,52.5,91,1.2485,6.99,162
DEF-01998,Su-30MKI Fighter,309.7,323.4,2831,60.2,238,0.0482,2.98,196
DEF-01999,Su-30MKI Fighter,302.8,311.8,1981,85.3,217,0.0311,3.1,170
DEF-02000,BMP-2 Sarath ICV,305.8,314.2,2158,81.8,179,0.1864,3.43,191
DEF-02001,Su-30MKI Fighter,299.0,312.4,2000,15.0,81,0.0773,3.03,182
DEF-02002,K9 Vajra Howitzer,309.1,320.8,1393,62.1,170,0.0547,2.94,200
DEF-02003,K9 Vajra Howitzer,311.3,324.6,2709,50.8,203,0.0764,3.32,179
DEF-02004,Arjun Mk-II MBT,296.6,304.9,1473,58.3,235,0.0504,2.86,191
DEF-02005,Arjun Mk-II MBT,307.0,318.3,1981,48.6,59,1.2438,6.74,176
DEF-02006,T-90 Bhishma MBT,306.5,315.3,1972,75.7,96,0.0624,3.38,155
DEF-02007,Su-30MKI Fighter,299.7,313.7,1361,85.8,63,0.0791,3.05,193
DEF-02008,BMP-2 Sarath ICV,307.7,321.9,2784,28.9,197,0.0587,2.89,209
DEF-02009,Arjun Mk-II MBT,303.8,318.4,1475,61.1,112,0.0608,3.21,219
DEF-02010,T-90 Bhishma MBT,306.2,316.6,2775,52.5,191,0.0734,3.02,195
DEF-02011,T-90 Bhishma MBT,303.9,314.6,2182,84.0,69,0.0333,2.95,205
DEF-02012,Su-30MKI Fighter,294.3,308.8,2318,55.2,170,0.0542,3.19,150
DEF-02013,BMP-2 Sarath ICV,296.9,306.6,1370,71.4,52,0.079,3.1,167
DEF-02014,BMP-2 Sarath ICV,302.9,313.0,1256,19.8,223,0.0444,2.82,155
DEF-02015,Su-30MKI Fighter,294.6,306.4,1107,57.5,185,0.0788,3.12,164
DEF-02016,T-90 Bhishma MBT,307.3,318.8,1845,74.6,219,0.1615,3.33,182
DEF-02017,K9 Vajra Howitzer,297.7,306.9,1216,77.2,71,0.8589,5.36,140
DEF-02018,T-90 Bhishma MBT,301.0,315.5,2286,20.2,112,0.0747,3.34,188
DEF-02019,Su-30MKI Fighter,306.3,316.8,2438,30.8,43,0.0446,2.75,152
DEF-02020,K9 Vajra Howitzer,309.7,324.3,2443,72.3,241,0.0741,3.4,166
DEF-02021,BMP-2 Sarath ICV,296.9,310.6,2736,31.2,57,0.231,3.62,152
DEF-02022,Su-30MKI Fighter,296.0,308.3,2534,46.3,173,0.6145,5.15,215
DEF-02023,Arjun Mk-II MBT,295.4,306.6,2798,36.3,191,1.4061,7.21,197
DEF-02024,Arjun Mk-II MBT,303.4,318.4,2267,19.2,244,0.0549,3.25,145
DEF-02025,T-90 Bhishma MBT,298.0,309.1,1459,86.3,190,0.2037,3.39,159
DEF-02026,Su-30MKI Fighter,309.8,320.7,1680,62.9,166,0.2254,3.53,172
DEF-02027,BMP-2 Sarath ICV,301.8,315.7,1440,23.6,116,0.1433,3.29,194
DEF-02028,BMP-2 Sarath ICV,297.6,312.4,1257,52.4,9,0.1709,3.28,214
DEF-02029,T-90 Bhishma MBT,305.8,318.1,1225,46.0,174,0.1328,3.29,152
DEF-02030,Su-30MKI Fighter,304.5,312.9,2450,42.1,31,0.0714,2.88,212
DEF-02031,Su-30MKI Fighter,306.2,320.9,1514,70.7,100,0.0391,3.14,219
DEF-02032,Su-30MKI Fighter,303.6,313.4,2800,34.0,227,0.2199,3.67,213
DEF-02033,T-90 Bhishma MBT,302.9,312.2,2231,62.3,224,0.0334,3.02,163
DEF-02034,T-90 Bhishma MBT,309.4,317.6,1174,35.3,200,0.9682,5.7,156
DEF-02035,BMP-2 Sarath ICV,306.6,320.8,1146,45.8,43,0.0649,3.35,195
DEF-02036,Arjun Mk-II MBT,293.1,301.2,2539,72.8,172,0.1624,3.71,195
DEF-02037,Su-30MKI Fighter,308.8,320.4,2317,77.7,38,0.0687,3.25,200
DEF-02038,K9 Vajra Howitzer,302.8,312.9,1607,14.9,163,0.0501,3.31,170
DEF-02039,T-90 Bhishma MBT,310.0,321.3,2670,37.9,17,0.2015,3.79,185
DEF-02040,K9 Vajra Howitzer,304.8,315.2,2335,41.0,163,0.0508,2.98,200
DEF-02041,BMP-2 Sarath ICV,294.7,306.2,2465,66.0,239,0.7188,5.35,209
DEF-02042,Su-30MKI Fighter,299.7,311.2,2379,68.8,226,0.0749,3.01,163
DEF-02043,Arjun Mk-II MBT,293.8,308.8,1480,28.7,237,0.1177,3.2,208
DEF-02044,T-90 Bhishma MBT,304.9,318.1,2816,57.9,33,0.2294,3.43,176
DEF-02045,BMP-2 Sarath ICV,310.0,318.5,2032,74.2,104,0.2055,3.58,181
DEF-02046,BMP-2 Sarath ICV,296.1,305.2,1660,21.6,57,0.0778,3.03,177
DEF-02047,T-90 Bhishma MBT,295.9,308.7,2008,15.4,199,0.0645,2.83,210
DEF-02048,K9 Vajra Howitzer,301.6,314.9,2726,34.2,78,0.0356,3.13,204
DEF-02049,Arjun Mk-II MBT,309.3,320.0,1652,68.4,33,0.0562,3.34,184
DEF-02050,T-90 Bhishma MBT,310.3,320.6,1149,26.5,204,0.1959,3.81,167
DEF-02051,K9 Vajra Howitzer,311.1,320.4,1285,80.9,233,0.0494,2.87,192
DEF-02052,T-90 Bhishma MBT,294.0,308.5,2882,65.5,32,0.7794,5.52,144
DEF-02053,T-90 Bhishma MBT,310.7,324.2,1919,17.4,68,0.0418,2.82,160
DEF-02054,K9 Vajra Howitzer,297.8,307.0,2853,66.2,117,0.1114,3.11,171
DEF-02055,T-90 Bhishma MBT,299.6,313.7,1421,18.7,147,0.0682,3.39,163
DEF-02056,Su-30MKI Fighter,307.8,316.0,1477,25.2,53,0.2175,3.65,205
DEF-02057,Arjun Mk-II MBT,294.8,309.4,2596,82.4,1,0.0384,3.14,199
DEF-02058,Su-30MKI Fighter,306.3,320.5,2835,39.4,120,0.0441,3.32,218
DEF-02059,K9 Vajra Howitzer,304.8,318.5,2350,48.3,115,0.047,3.34,196
DEF-02060,Arjun Mk-II MBT,308.1,320.7,1549,62.8,242,0.0705,3.35,160
DEF-02061,BMP-2 Sarath ICV,299.0,307.5,1790,87.6,163,0.0734,2.96,188
DEF-02062,Su-30MKI Fighter,303.2,314.9,2518,47.1,126,1.2601,7.07,196
DEF-02063,K9 Vajra Howitzer,305.8,318.4,2780,66.3,217,0.1742,3.2,211
DEF-02064,Arjun Mk-II MBT,310.0,320.8,2527,55.8,62,0.0627,2.86,146
DEF-02065,Arjun Mk-II MBT,311.5,326.4,2420,61.5,24,1.3447,6.94,161
DEF-02066,T-90 Bhishma MBT,300.1,313.5,1530,59.4,12,0.0581,2.94,198
DEF-02067,K9 Vajra Howitzer,294.9,305.2,2376,29.2,108,0.065,3.17,188
DEF-02068,BMP-2 Sarath ICV,298.8,308.2,2243,87.3,148,0.0794,2.91,176
DEF-02069,BMP-2 Sarath ICV,304.3,316.1,2662,82.2,156,0.2205,3.9,147
DEF-02070,Arjun Mk-II MBT,294.1,308.8,2808,79.3,100,0.0601,3.23,206
DEF-02071,K9 Vajra Howitzer,310.8,322.9,1344,37.8,71,0.0381,2.8,186
DEF-02072,Arjun Mk-II MBT,310.8,322.5,1313,72.2,180,1.0746,6.27,151
DEF-02073,K9 Vajra Howitzer,308.1,316.3,1228,41.3,67,0.1895,3.38,194
DEF-02074,K9 Vajra Howitzer,299.2,310.6,2707,78.4,39,0.0406,3.15,152
DEF-02075,BMP-2 Sarath ICV,311.8,320.9,2754,41.1,14,0.0392,3.27,147
DEF-02076,Arjun Mk-II MBT,303.4,317.2,1658,45.4,137,0.0384,3.21,191
DEF-02077,K9 Vajra Howitzer,311.0,323.1,1663,45.3,160,0.2351,3.66,167
DEF-02078,K9 Vajra Howitzer,297.2,305.8,2447,43.6,43,0.2339,3.73,210
DEF-02079,BMP-2 Sarath ICV,311.4,323.7,1934,46.2,97,0.0463,3.28,166
DEF-02080,BMP-2 Sarath ICV,306.6,320.7,1467,20.1,135,0.1571,3.2,196
DEF-02081,BMP-2 Sarath ICV,300.1,309.0,1314,63.2,94,0.0745,3.16,160
DEF-02082,T-90 Bhishma MBT,294.5,308.0,1355,66.5,196,1.0966,6.63,194
DEF-02083,Arjun Mk-II MBT,309.1,323.9,2635,88.0,106,0.0715,2.89,191
DEF-02084,T-90 Bhishma MBT,305.3,320.2,2559,62.8,225,0.2017,3.77,201
DEF-02085,Arjun Mk-II MBT,301.5,314.8,2310,79.7,192,0.0422,2.87,200
DEF-02086,K9 Vajra Howitzer,311.2,325.5,1808,33.4,114,0.1673,3.39,197
DEF-02087,K9 Vajra Howitzer,305.8,315.2,2115,84.1,43,0.0431,3.02,186
DEF-02088,K9 Vajra Howitzer,300.1,312.8,2751,59.2,144,0.2367,3.8,163
DEF-02089,Arjun Mk-II MBT,299.7,310.7,1342,60.5,193,0.0435,3.0,145
DEF-02090,Arjun Mk-II MBT,301.8,309.9,1991,49.6,77,0.2135,3.87,210
DEF-02091,BMP-2 Sarath ICV,299.2,311.3,2554,74.8,92,0.075,2.96,186
DEF-02092,Arjun Mk-II MBT,300.1,308.6,1165,56.4,49,0.0589,3.31,200
DEF-02093,BMP-2 Sarath ICV,307.5,316.9,1396,71.7,15,0.0554,3.31,163
