vehicle_id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
ARMOR-T90-01913,306.8,316.9,2114,77.6,159,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01914,307.3,317.0,1775,61.9,235,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01915,297.1,306.4,1458,22.8,10,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01916,299.4,316.6,2514,57.0,1,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01917,301.9,311.7,1809,62.2,163,0.68,31,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01918,300.5,313.4,2623,78.9,88,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01919,304.9,314.1,2592,34.3,205,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01920,304.2,306.3,1889,37.1,206,0.24,76,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01921,296.4,316.3,1638,20.0,246,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01922,304.4,317.9,2057,72.9,38,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01923,297.9,313.7,1996,18.1,220,0.28,72,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01924,304.5,308.3,2710,84.3,67,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01925,305.5,309.1,1257,56.9,168,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01926,306.8,314.5,2787,82.9,101,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01927,296.2,308.6,1574,83.0,24,0.71,29,17,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01928,299.5,306.6,1952,67.0,59,0.66,34,20,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01929,295.3,312.7,1968,71.1,34,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01930,305.6,313.4,2208,34.7,38,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01931,297.8,312.2,1347,61.0,243,0.73,27,16,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01932,298.2,311.6,1261,70.8,63,0.82,18,10,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01933,295.8,315.1,1401,51.7,200,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01934,298.3,309.3,1337,60.1,46,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01935,306.5,316.7,2738,30.6,215,0.37,63,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01936,298.7,315.4,1508,57.1,152,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01937,298.3,306.2,1824,46.5,56,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01938,307.0,317.4,2266,41.6,217,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01939,299.2,315.7,2787,60.3,79,0.25,75,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01940,301.4,310.8,1700,48.2,70,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01941,302.8,311.8,1608,16.3,27,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01942,303.7,307.5,1612,53.4,144,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01943,296.8,315.0,2068,26.0,140,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01944,303.2,312.7,1399,42.7,205,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01945,295.5,313.3,1443,74.6,123,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01946,298.8,310.9,1491,46.2,17,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01947,306.4,317.6,2173,28.0,215,0.2,80,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01948,307.7,312.9,2458,34.8,217,0.36,64,38,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01949,303.6,315.4,1341,63.8,60,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01950,298.8,309.9,1441,25.6,84,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01951,300.2,305.8,1572,40.9,123,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01952,302.6,314.4,2101,41.8,92,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01953,302.1,311.7,2729,63.0,197,0.63,37,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01954,302.3,315.3,2277,74.1,202,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01955,301.3,305.6,2384,66.6,161,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01956,302.4,317.9,1271,50.1,198,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01957,299.8,314.0,2795,24.6,18,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01958,298.9,312.1,1342,23.2,151,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01959,306.9,312.3,1884,55.9,202,0.23,77,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01960,297.1,310.7,2257,17.6,236,0.3,70,42,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01961,299.8,316.5,2176,54.3,221,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01962,302.0,315.5,1210,67.1,82,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01963,305.0,309.0,2546,39.4,19,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01964,296.9,315.4,2578,76.5,112,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01965,300.0,315.0,1888,23.2,133,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01966,306.0,316.2,2551,65.0,203,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01967,298.1,312.7,1514,20.8,3,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01968,307.5,313.3,1894,67.9,130,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01969,302.4,309.2,1406,33.1,32,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01970,307.7,316.6,1569,21.1,102,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01971,305.0,311.0,2496,36.3,70,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01972,296.2,315.2,2361,84.9,188,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01973,305.1,308.4,1281,59.6,132,0.42,58,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01974,301.8,309.4,1414,18.9,47,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01975,303.8,305.2,2415,69.9,189,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01976,302.5,308.2,1445,48.9,238,0.26,74,44,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01977,304.5,316.6,1804,16.0,72,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01978,305.3,310.7,2507,18.8,118,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01979,302.5,313.1,2330,58.6,94,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01980,308.0,315.8,1410,56.9,109,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01981,299.1,315.1,1752,50.5,124,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01982,302.2,310.7,2714,51.3,178,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01983,295.7,313.7,1531,15.0,172,0.35,65,39,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01984,295.9,306.5,1678,78.7,225,0.39,61,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01985,295.3,306.7,2283,45.6,114,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01986,307.2,314.1,2432,42.3,79,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01987,301.2,310.6,2597,51.5,219,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01988,301.5,309.1,1910,43.1,239,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01989,307.3,315.8,1313,45.0,198,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01990,298.9,305.1,2090,58.7,76,0.24,76,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01991,307.7,312.8,1423,57.9,4,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01992,295.1,315.7,1322,79.1,38,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01993,305.4,311.5,2073,63.2,129,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01994,299.6,317.6,2416,39.6,220,0.25,75,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01995,306.7,310.0,2649,29.4,11,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01996,295.2,315.0,2386,24.8,70,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01997,296.2,307.3,1284,43.7,4,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01998,302.0,308.1,2492,45.8,17,0.1,90,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01999,299.4,313.8,2511,53.2,211,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02000,303.2,308.5,1577,65.0,224,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02001,304.7,305.1,2227,62.0,181,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02002,295.5,314.2,1293,70.3,182,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02003,296.7,315.1,1214,74.2,214,0.67,32,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02004,300.9,315.2,1471,31.8,225,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02005,299.2,316.0,2011,38.4,154,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02006,307.3,315.9,1571,40.5,68,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02007,305.2,311.1,1388,51.7,147,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02008,301.4,308.7,2605,61.9,209,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02009,304.8,307.7,2563,18.2,36,0.2,80,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02010,306.0,314.0,2014,17.6,152,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02011,298.1,306.2,2605,76.1,196,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02012,303.7,305.9,2084,18.0,229,0.3,70,42,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02013,301.0,308.4,2204,43.1,234,0.27,73,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02014,306.1,317.8,2599,35.6,130,0.22,78,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02015,300.5,312.0,1992,44.0,239,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02016,302.4,312.7,2200,61.3,29,0.39,61,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02017,295.0,312.8,2753,42.9,185,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02018,305.9,315.5,1202,38.5,204,0.25,75,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02019,301.9,308.3,1473,54.7,59,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02020,295.1,306.1,2398,63.2,88,0.4,60,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02021,307.5,318.0,2032,37.8,194,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02022,301.3,314.6,2578,62.5,14,0.38,62,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02023,299.6,308.8,1281,46.8,18,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02024,301.1,306.2,2029,67.3,187,0.69,31,18,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02025,298.5,308.3,1539,75.9,234,0.78,21,13,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02026,298.4,306.6,2128,60.5,65,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02027,303.0,316.4,1886,36.8,85,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02028,307.1,305.8,1460,60.3,249,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02029,307.1,318.0,1928,62.3,38,0.31,69,41,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02030,299.2,310.3,1238,28.1,141,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02031,299.7,314.2,1298,54.3,46,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02032,307.2,311.6,2229,58.9,202,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02033,306.4,305.1,2611,57.9,100,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02034,300.7,315.4,2079,47.4,232,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02035,306.7,315.8,1963,63.3,88,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02036,305.3,317.2,1915,65.3,231,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02037,302.7,314.4,2331,47.0,202,0.1,90,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02038,304.8,309.9,1807,83.5,106,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02039,307.2,316.5,2735,50.7,204,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02040,303.8,316.3,1200,65.0,212,0.86,14,8,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02041,304.5,310.3,1327,79.8,155,0.82,18,10,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02042,297.1,315.3,2334,71.8,189,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02043,301.8,314.9,2339,33.7,10,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02044,300.8,313.5,1885,68.8,194,0.68,31,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02045,304.3,308.9,2477,38.2,132,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02046,304.7,312.9,1481,77.8,184,0.58,42,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02047,297.0,306.1,2671,33.6,80,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02048,307.7,316.0,1613,16.2,140,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02049,304.6,314.4,1695,16.7,36,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02050,295.9,317.4,1317,52.2,246,0.28,72,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02051,297.1,307.5,1889,44.5,152,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02052,302.6,315.2,1707,75.5,25,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02053,295.3,314.9,2214,38.1,142,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02054,295.9,307.2,2214,17.8,196,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02055,295.4,309.6,2314,70.3,19,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02056,295.4,310.0,2160,19.2,119,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02057,302.9,308.6,2274,31.1,206,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02058,307.9,305.2,1830,68.4,80,0.4,60,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02059,301.6,306.5,1872,19.4,73,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02060,300.5,309.3,2429,23.8,177,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02061,298.9,308.3,2222,69.9,191,0.81,18,11,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02062,307.5,308.1,2485,28.3,226,0.31,69,41,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02063,303.3,309.9,2398,62.3,160,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02064,298.7,311.8,1514,22.7,122,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02065,305.2,308.7,1962,34.8,217,0.25,75,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02066,295.6,317.9,1570,70.6,42,0.42,58,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02067,298.3,308.9,1948,57.5,100,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02068,301.2,310.2,2718,25.2,185,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02069,296.9,315.4,1248,29.5,123,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02070,297.3,308.3,1780,40.5,158,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02071,302.2,314.9,1393,48.9,48,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02072,296.9,313.6,1700,68.3,237,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02073,299.1,316.4,1668,42.3,188,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02074,304.5,306.9,1798,67.3,237,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02075,296.3,311.9,1370,27.2,223,0.24,76,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02076,300.3,316.3,1648,81.3,217,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02077,303.4,313.1,2675,73.9,106,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02078,304.5,308.1,2376,61.9,217,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02079,305.5,309.0,2478,34.3,0,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02080,306.0,305.6,1761,63.5,46,0.39,61,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02081,306.1,306.2,1765,44.1,231,0.24,76,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02082,305.9,316.4,2562,78.2,56,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02083,306.5,309.1,1437,64.1,195,0.61,39,23,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02084,298.6,313.3,2029,41.0,85,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02085,307.1,309.4,2098,34.3,138,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02086,301.1,306.1,2255,46.0,85,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02087,299.4,306.7,2159,59.4,74,0.25,75,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02088,307.7,317.2,2572,54.9,211,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02089,303.2,310.5,2183,76.6,156,0.61,39,23,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02090,299.9,313.3,1479,57.5,68,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02091,303.2,306.0,1854,27.2,172,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02092,301.5,311.6,1217,32.9,204,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02093,303.3,305.3,2165,22.9,16,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02094,296.4,317.4,2062,25.9,157,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02095,299.4,312.2,1910,23.2,78,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02096,306.4,314.5,1553,36.9,165,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02097,301.1,306.7,2224,38.6,215,0.34,65,39,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02098,300.8,313.2,1376,81.2,225,0.79,20,12,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02099,295.6,307.0,1621,64.1,1,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02100,295.7,315.7,1542,79.3,135,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02101,305.0,307.3,1560,77.7,45,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02102,298.8,310.6,2548,19.2,159,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02103,300.5,305.2,1721,15.5,63,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02104,297.4,305.6,1597,37.3,135,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02105,297.9,313.1,1488,64.8,64,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02106,306.7,310.1,1633,68.8,135,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02107,308.0,309.6,2622,17.1,58,0.19,81,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02108,295.1,308.8,2356,57.9,28,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02109,295.3,313.5,2638,34.1,174,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02110,305.6,306.5,1952,63.9,195,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02111,303.0,310.0,1220,81.3,78,0.9,12,5,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02112,298.0,315.6,2650,80.3,224,0.61,39,23,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02113,304.2,312.8,1699,73.3,88,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02114,302.6,311.6,2114,73.2,89,0.59,41,24,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02115,298.9,316.1,2551,52.9,53,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02116,307.3,312.1,2127,60.8,61,0.37,63,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02117,301.8,314.7,1392,73.5,240,0.63,37,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02118,302.0,317.5,1703,50.2,16,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02119,307.1,315.5,1730,73.1,228,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02120,307.3,314.9,1569,23.2,89,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02121,299.9,305.8,1810,55.4,72,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02122,308.0,315.8,1781,46.6,208,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02123,305.4,317.6,1925,59.1,145,0.32,68,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02124,304.4,308.4,2318,30.6,117,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02125,302.4,317.5,1630,22.3,88,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-02126,296.4,315.7,1675,29.0,157,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
